('Total Revenue', '254,190,000.00 ', '245,122,000.00 ', '211,915,000.00 ', '198,270,000.00 ', '168,088,000.00 ')
         943793 function calls (918131 primitive calls) in 6.686 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 cookies.py:8(<module>)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 status_codes.py:19(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       39    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
        4    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:772(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
       20    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       14    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:240(__init__)
        1    0.000    0.000    0.000    0.000 response.py:597(release_conn)
        1    0.000    0.000    0.000    0.000 connection.py:133(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:168(host)
        5    0.000    0.000    0.000    0.000 connection.py:354(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:491(HTTPSConnection)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:836(select_proxy)
        1    0.000    0.000    0.000    0.000 weakref.py:530(__init__)
       13    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:652(close)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        4    0.000    0.000    0.001    0.000 ssl.py:367(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:549(verify_mode)
        1    0.000    0.000    0.001    0.001 ssl.py:950(getpeercert)
        1    0.000    0.000    0.000    0.000 ssl.py:801(SSLSocket)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 client.py:236(__init__)
        1    0.000    0.000    0.000    0.000 client.py:425(flush)
        1    0.000    0.000    0.000    0.000 retry.py:39(Retry)
        2    0.000    0.000    0.000    0.000 ssl_.py:475(is_ipaddress)
        1    0.000    0.000    0.000    0.000 url.py:52(<listcomp>)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:796(close)
        2    0.000    0.000    0.000    0.000 adapters.py:135(__init__)
        1    0.000    0.000    0.000    0.000 adapters.py:331(get_connection)
        2    0.000    0.000    0.000    0.000 adapters.py:360(close)
        1    0.000    0.000    0.000    0.000 socks.py:39(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
       15    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       13    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fb7984e3b90}
       35    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
       20    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        2    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        2    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 connectionpool.py:122(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        1    0.000    0.000    0.000    0.000 response.py:459(_flush_decoder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1288(IPv4Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1585(_BaseV6)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 socket.py:735(getaddrinfo)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.010    0.010 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        8    0.000    0.000    0.000    0.000 parse.py:154(hostname)
        2    0.000    0.000    0.000    0.000 parse.py:449(urlunparse)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1747(__iter__)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.001    0.001 sessions.py:459(prepare_request)
        1    0.000    0.000    0.007    0.007 sessions.py:751(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 models.py:484(prepare_headers)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        9    0.000    0.000    0.000    0.000 css_types.py:395(pickle_register)
       13    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 message.py:451(items)
       11    0.000    0.000    0.000    0.000 queue.py:248(_put)
        2    0.000    0.000    0.000    0.000 response.py:987(supports_chunked_reads)
        1    0.000    0.000    0.000    0.000 connection.py:508(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1871(IPv6Address)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        1    0.000    0.000    0.001    0.001 utils.py:199(get_netrc_auth)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        8    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 financial.py:15(parse_row_name)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        6    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.000    0.000 socket.py:422(detach)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 socket.py:563(__init__)
        1    0.000    0.000    0.007    0.007 ssl.py:398(__new__)
        1    0.000    0.000    0.066    0.066 ssl.py:410(wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
        1    0.000    0.000    0.000    0.000 client.py:837(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.066    0.066 ssl_.py:499(_ssl_wrap_socket_impl)
        4    0.000    0.000    0.000    0.000 url.py:326(<listcomp>)
       12    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
        1    0.000    0.000    0.000    0.000 utils.py:1016(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 zipfile.py:1182(ZipFile)
        1    0.000    0.000    0.000    0.000 core.py:56(where)
        3    0.000    0.000    0.000    0.000 cookies.py:534(<listcomp>)
       25    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 models.py:770(is_redirect)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        6    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 element.py:1605(__getattr__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 typing.py:1595(TextIO)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
       13    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       13    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 connectionpool.py:69(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:984(__init__)
        1    0.000    0.000    0.155    0.155 connectionpool.py:1089(_validate_conn)
        2    0.000    0.000    0.000    0.000 response.py:697(_error_catcher)
        1    0.000    0.000    0.001    0.001 connection.py:834(_match_hostname)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 poolmanager.py:356(connection_from_url)
        1    0.000    0.000    0.000    0.000 poolmanager.py:162(PoolManager)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    1.261    1.261 financial.py:7(get_request)
        1    0.000    0.000    0.152    0.152 __init__.py:471(_feed)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 element.py:933(NavigableString)
        1    0.000    0.000    0.006    0.006 request.py:2587(proxy_bypass_macosx_sysconf)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 timeout.py:249(read_timeout)
        1    0.000    0.000    0.000    0.000 request.py:189(body_to_chunks)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.011    0.011 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl_.py:179(resolve_cert_reqs)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:866(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        2    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:6(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:782(get_adapter)
        1    0.000    0.000    0.000    0.000 adapters.py:237(cert_verify)
        1    0.000    0.000    0.000    0.000 adapters.py:370(request_url)
        1    0.000    0.000    0.000    0.000 models.py:641(Response)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 element.py:1987(find)
        1    0.000    0.000    0.000    0.000 css.py:13(CSS)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
       18    0.000    0.000    0.000    0.000 typing.py:545(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1340(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_match.py:379(Inputs)
        1    0.000    0.000    0.000    0.000 css_match.py:1504(SoupSieve)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(_fixupChildren)
        3    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        2    0.000    0.000    0.000    0.000 message.py:181(is_multipart)
        1    0.000    0.000    0.000    0.000 connectionpool.py:298(_put_conn)
        1    0.000    0.000    0.000    0.000 queue.py:153(get)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 response.py:114(GzipDecoder)
        2    0.000    0.000    0.000    0.000 response.py:323(<genexpr>)
       10    0.000    0.000    0.000    0.000 connection.py:307(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2051(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2214(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:206(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 abc.py:130(register)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       42    0.000    0.000    0.000    0.000 __init__.py:570(__missing__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 re.py:205(split)
        1    0.000    0.000    0.000    0.000 enum.py:566(_generate_next_value_)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 md.py:113(TooManyAccentuatedPlugin)
        1    0.000    0.000    0.000    0.000 models.py:316(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 socket.py:406(_decref_socketios)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.152    0.152 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:512(options)
        2    0.000    0.000    0.000    0.000 ssl.py:557(verify_mode)
        1    0.000    0.000    0.000    0.000 ssl.py:996(send)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
       12    0.000    0.000    0.000    0.000 timeout.py:134(_validate_timeout)
        2    0.000    0.000    0.000    0.000 timeout.py:192(clone)
        1    0.000    0.000    0.000    0.000 response.py:91(is_response_to_head)
        1    0.000    0.000    0.000    0.000 client.py:227(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:1017(_send_output)
        1    0.000    0.000    0.000    0.000 client.py:1200(_validate_path)
        1    0.000    0.000    0.000    0.000 client.py:1236(endheaders)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 _markupbase.py:6(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
       25    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 parse.py:460(urlunsplit)
        1    0.000    0.000    0.000    0.000 parse.py:996(splitport)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        1    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        1    0.000    0.000    0.000    0.000 _collections.py:63(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1240(CookieJar)
        1    0.000    0.000    0.000    0.000 request.py:1665(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        8    0.000    0.000    0.000    0.000 utils.py:1043(_validate_header_part)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:644(_parse_args)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.004    0.004 api.py:9(<module>)
        3    0.000    0.000    0.000    0.000 sessions.py:84(<listcomp>)
        2    0.000    0.000    0.000    0.000 sessions.py:801(mount)
        1    0.000    0.000    0.000    0.000 sessions.py:357(Session)
        2    0.000    0.000    0.000    0.000 adapters.py:173(init_poolmanager)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        3    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        1    0.000    0.000    0.000    0.000 hooks.py:22(dispatch_hook)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.058    0.058 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __meta__.py:40(Version)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:594(_GenericAlias)
       13    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
       15    0.000    0.000    0.000    0.000 typing.py:1066(overload)
        1    0.000    0.000    0.000    0.000 typing.py:1581(BinaryIO)
        1    0.000    0.000    0.000    0.000 dammit.py:317(EncodingDetector)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 css_types.py:98(ImmutableDict)
        1    0.000    0.000    0.000    0.000 css_types.py:184(Selector)
        1    0.000    0.000    0.000    0.000 css_types.py:324(SelectorLang)
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:991(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        4    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 connectionpool.py:83(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:260(_get_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:967(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1405(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1469(IPv4Network)
        1    0.000    0.000    0.000    0.000 poolmanager.py:57(PoolKey)
        1    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.007    0.007 utils.py:824(get_environ_proxies)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:994(_gcd_import)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:711(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:937(is_resource)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        2    0.000    0.000    0.000    0.000 re.py:170(match)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        1    0.000    0.000    0.000    0.000 __init__.py:333(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:554(_initialize_xml_detector)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        1    0.000    0.000    0.000    0.000 element.py:115(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 request.py:2591(getproxies_macosx_sysconf)
        1    0.000    0.000    0.000    0.000 fnmatch.py:19(fnmatch)
