('Total Revenue', '254,190,000.00 ', '245,122,000.00 ', '211,915,000.00 ', '198,270,000.00 ', '168,088,000.00 ')
         943793 function calls (918131 primitive calls) in 6.686 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 response.py:537(__init__)
      273    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 typing.py:180(_subs_tvars)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
        2    0.000    0.000    0.000    0.000 request.py:2458(getproxies_environment)
        1    0.000    0.000    0.005    0.005 socket.py:47(<module>)
    29/14    0.000    0.000    0.141    0.010 {built-in method builtins.__import__}
       16    0.000    0.000    0.000    0.000 typing.py:844(__init_subclass__)
       25    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 ssl.py:526(hostname_checks_common_name)
        1    0.000    0.000    0.000    0.000 request.py:1050(AbstractDigestAuthHandler)
       66    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.001    0.000 typing.py:1361(__new__)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1168(_parse_octet)
      219    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      192    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    1.068    1.068 connectionpool.py:596(urlopen)
       42    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
      120    0.000    0.000    0.000    0.000 os.py:697(__iter__)
      192    0.000    0.000    0.000    0.000 element.py:292(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
       34    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       69    0.000    0.000    0.000    0.000 css_types.py:252(__init__)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    1.068    1.068 connectionpool.py:381(_make_request)
        1    0.000    0.000    0.008    0.008 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2123(IPv6Network)
        1    0.000    0.000    0.008    0.008 ssl_.py:218(create_urllib3_context)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    1.070    1.070 adapters.py:434(send)
       43    0.000    0.000    0.181    0.004 response.py:914(stream)
        1    0.000    0.000    0.088    0.088 connection.py:708(_ssl_wrap_socket_and_match_hostname)
       88    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       21    0.000    0.000    0.028    0.001 <frozen importlib._bootstrap_external>:1040(create_module)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       50    0.000    0.000    0.001    0.000 typing.py:445(__init__)
      260    0.000    0.000    0.000    0.000 typing.py:613(<genexpr>)
      218    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       55    0.000    0.000    0.001    0.000 _htmlparser.py:90(handle_startendtag)
        1    0.000    0.000    0.006    0.006 utils.py:7(<module>)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      173    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       23    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
      127    0.000    0.000    0.000    0.000 os.py:752(encode)
       12    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       18    0.000    0.000    0.000    0.000 typing.py:621(__getitem__)
       37    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
        2    0.000    0.000    0.132    0.066 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
       32    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
      311    0.000    0.000    0.000    0.000 css_parser.py:315(get_name)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
       10    0.000    0.000    0.003    0.000 enum.py:633(_convert)
        1    0.000    0.000    0.066    0.066 ssl.py:813(_create)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       25    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       59    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      122    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        5    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       91    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
        2    0.000    0.000    0.004    0.002 response.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1484(__init__)
        1    0.000    0.000    0.002    0.002 cookies.py:127(<module>)
      236    0.000    0.000    0.000    0.000 os.py:756(decode)
        1    0.000    0.000    0.013    0.013 url.py:1(<module>)
        1    0.000    0.000    0.002    0.002 adapters.py:294(build_response)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:744(__getitem__)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
       66    0.000    0.000    0.000    0.000 re.py:252(escape)
        1    0.000    0.000    0.008    0.008 request.py:68(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      181    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       52    0.000    0.000    0.002    0.000 css_parser.py:1099(<listcomp>)
        9    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1294(__init__)
       42    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
       30    0.000    0.000    0.000    0.000 typing.py:633(copy_with)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
       11    0.000    0.000    0.000    0.000 queue.py:121(put)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        5    0.000    0.000    0.000    0.000 client.py:1208(putheader)
       11    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
        1    0.000    0.000    0.015    0.015 ssl_.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1593(make_cookies)
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
       15    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
       15    0.000    0.000    0.024    0.002 css_parser.py:309(__init__)
       44    0.000    0.000    0.000    0.000 ipaddress.py:1877(__init__)
        1    0.000    0.000    0.091    0.091 __init__.py:39(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:760(__getitem_inner__)
        1    0.000    0.000    0.001    0.001 connection.py:319(request)
        1    0.000    0.000    0.912    0.912 client.py:1300(getresponse)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1255(__init__)
       11    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       16    0.000    0.000    0.000    0.000 typing.py:533(__init__)
        1    0.000    0.000    0.000    0.000 response.py:297(__init__)
        1    0.000    0.000    0.005    0.005 shutil.py:5(<module>)
       33    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1674(extract_cookies)
        1    0.000    0.000    0.002    0.002 core.py:6(<module>)
        1    0.000    0.000    0.004    0.004 sessions.py:7(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
       10    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 response.py:115(__init__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:809(__new__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
       39    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1142(_ip_int_from_string)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        3    0.000    0.000    0.000    0.000 url.py:369(parse_url)
        1    0.000    0.000    0.013    0.013 cookiejar.py:26(<module>)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.001    0.001 core.py:1(<module>)
        1    0.000    0.000    0.019    0.019 client.py:69(<module>)
        1    0.000    0.000    0.002    0.002 models.py:6(<module>)
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       75    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
       13    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
        1    0.000    0.000    0.028    0.028 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.002    0.002 resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:704(__str__)
        1    0.000    0.000    0.006    0.006 _request_methods.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:631(__init__)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       28    0.000    0.000    0.001    0.000 abc.py:125(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
        1    0.000    0.000    0.000    0.000 socket.py:221(makefile)
        1    0.000    0.000    0.000    0.000 client.py:413(close)
      172    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       38    0.000    0.000    0.000    0.000 typing.py:1197(_alias)
        9    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        4    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:432(family)
        1    0.000    0.000    0.066    0.066 connection.py:27(create_connection)
       26    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        1    0.000    0.000    0.003    0.003 adapters.py:7(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        4    0.000    0.000    0.001    0.000 ssl_match_hostname.py:24(_dnsname_match)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
      111    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.003    0.003 request.py:2524(_proxy_bypass_macosx_sysconf)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        3    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        3    0.000    0.000    0.002    0.001 feedparser.py:173(feed)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:179(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.011    0.011 hashlib.py:54(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        1    0.000    0.000    0.107    0.107 element.py:2(<module>)
        1    0.000    0.000    0.058    0.058 __init__.py:27(<module>)
       14    0.000    0.000    0.012    0.001 css_parser.py:1142(process_selectors)
       21    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
        6    0.000    0.000    0.000    0.000 typing.py:819(__class_getitem__)
        7    0.000    0.000    0.001    0.000 typing.py:1339(<listcomp>)
        1    0.000    0.000    0.016    0.016 compat.py:8(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        5    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.066    0.066 connection.py:197(_new_conn)
        3    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.001    0.001 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       42    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
       14    0.000    0.000    0.000    0.000 css_parser.py:462(__init__)
        1    0.000    0.000    0.047    0.047 dammit.py:8(<module>)
        1    0.000    0.000    0.010    0.010 css_match.py:1(<module>)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        5    0.000    0.000    0.000    0.000 connection.py:305(putheader)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1116(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1605(_make_netmask)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1729(_parse_hextet)
      151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       16    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       16    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        5    0.000    0.000    0.005    0.001 __init__.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       75    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
        2    0.000    0.000    0.000    0.000 typing.py:710(__instancecheck__)
        1    0.000    0.000    0.018    0.018 cd.py:1(<module>)
      108    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       37    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
       14    0.000    0.000    0.005    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        3    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        2    0.000    0.000    0.002    0.001 util.py:1(<module>)
      111    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       28    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       86    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 connection.py:83(HTTPConnection)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
    42/12    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       12    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        1    0.000    0.000    0.005    0.005 tempfile.py:24(<module>)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:460(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 client.py:1071(putrequest)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        4    0.000    0.000    0.000    0.000 cookiejar.py:876(__init__)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 models.py:795(iter_content)
        3    0.000    0.000    0.182    0.061 models.py:887(content)
        4    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fb79864df80}
       81    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        8    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
       42    0.000    0.000    0.000    0.000 typing.py:629(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1485(IO)
        1    0.000    0.000    0.018    0.018 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:207(_get_decoder)
        1    0.000    0.000    0.000    0.000 response.py:410(_init_decoder)
        1    0.000    0.000    0.000    0.000 response.py:641(_init_length)
        1    0.000    0.000    0.016    0.016 exceptions.py:6(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:513(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.014    0.014 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        1    0.000    0.000    0.000    0.000 ssl.py:1023(sendall)
        1    0.000    0.000    0.005    0.005 utils.py:5(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1216(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 sessions.py:91(merge_hooks)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
       10    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
        1    0.000    0.000    0.048    0.048 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:285(putrequest)
        1    0.000    0.000    0.001    0.001 ssl_match_hostname.py:95(match_hostname)
        1    0.000    0.000    0.000    0.000 ipaddress.py:27(ip_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:538(get_encoding_from_headers)
        2    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        5    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 __init__.py:550(__init__)
       98    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        1    0.000    0.000    0.116    0.116 __init__.py:15(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.002    0.002 md.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:97(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:958(send)
        8    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
        1    0.000    0.000    0.079    0.079 ssl_.py:398(ssl_wrap_socket)
        5    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        1    0.000    0.000    1.261    1.261 api.py:62(get)
        1    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 sessions.py:391(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       26    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       34    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.000    0.000 css_parser.py:677(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 typing.py:1418(__new__)
        1    0.000    0.000    0.000    0.000 css_match.py:482(CSSMatch)
        5    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 response.py:140(flush)
        1    0.000    0.000    0.000    0.000 response.py:504(HTTPResponse)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1090(_BaseV4)
       36    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       36    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        3    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        4    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        8    0.000    0.000    0.002    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.003    0.003 parser.py:1(<module>)
        1    0.000    0.000    0.020    0.020 _base_connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 ssltransport.py:23(SSLTransport)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    1.261    1.261 sessions.py:502(request)
        1    0.000    0.000    0.001    0.001 models.py:352(prepare)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
        1    0.000    0.000    0.000    0.000 cp1252.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       50    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        4    0.000    0.000    0.058    0.015 element.py:2013(find_all)
        1    0.000    0.000    0.013    0.013 css_parser.py:329(__init__)
        1    0.000    0.000    0.002    0.002 pretty.py:67(<module>)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1048(_new_conn)
        2    0.000    0.000    0.000    0.000 response.py:374(retries)
        1    0.000    0.000    0.006    0.006 utils.py:764(should_bypass_proxies)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        3    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        2    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        3    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.065    0.065 ssl.py:1132(do_handshake)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:379(_check_close)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:375(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 retry.py:383(is_retry)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(PurePath)
        1    0.000    0.000    1.261    1.261 api.py:14(request)
        1    0.000    0.000    0.000    0.000 auth.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7fb7985c5320}
       28    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.026    0.026 css_parser.py:432(CSSParser)
        2    0.000    0.000    0.000    0.000 typing.py:713(__subclasscheck__)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.019    0.019 __init__.py:20(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 response.py:282(BaseHTTPResponse)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1551(_IPv4Constants)
        7    0.000    0.000    0.000    0.000 utils.py:340(to_key_val_list)
       41    0.000    0.000    0.000    0.000 enum.py:198(<genexpr>)
        2    0.000    0.000    0.000    0.000 request.py:2540(ip2num)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.152    0.152 _htmlparser.py:372(feed)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       17    0.000    0.000    0.000    0.000 util.py:19(to_str)
        1    0.000    0.000    0.011    0.011 feedparser.py:20(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1220(deepvalues)
