('Total Revenue', '254,190,000.00 ', '245,122,000.00 ', '211,915,000.00 ', '198,270,000.00 ', '168,088,000.00 ')
         987903 function calls (956677 primitive calls) in 1.947 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       61    0.003    0.000    0.003    0.000 {method 'fullmatch' of 're.Pattern' objects}
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
       61    0.000    0.000    0.003    0.000 _util.py:84(validate)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       60    0.000    0.000    0.000    0.000 os.py:697(__iter__)
       60    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
       59    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
       59    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
       57    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       57    0.000    0.000    0.000    0.000 _urlparse.py:159(<genexpr>)
       56    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       55    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       55    0.000    0.000    0.001    0.000 _htmlparser.py:90(handle_startendtag)
       54    0.000    0.000    0.001    0.000 typing.py:760(__getitem_inner__)
       54    0.000    0.000    0.000    0.000 inspect.py:2529(kind)
       52    0.000    0.000    0.002    0.000 css_parser.py:1099(<listcomp>)
    52/14    0.000    0.000    0.012    0.001 css_parser.py:921(parse_selectors)
       51    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       51    0.000    0.000    0.000    0.000 element.py:1624(__eq__)
       51    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
       51    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
       51    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
       51    0.000    0.000    0.000    0.000 message.py:393(__setitem__)
       50    0.000    0.000    0.000    0.000 typing.py:545(<genexpr>)
       49    0.000    0.000    0.000    0.000 dataclasses.py:233(__init__)
       49    0.000    0.000    0.000    0.000 dataclasses.py:309(field)
       49    0.000    0.000    0.001    0.000 dataclasses.py:657(_get_field)
       48    0.000    0.000    0.000    0.000 typing.py:533(__init__)
       47    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       47    0.000    0.000    0.000    0.000 functools.py:67(wraps)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
       47    0.000    0.000    0.000    0.000 ipaddress.py:631(__init__)
       46    0.000    0.000    0.000    0.000 typing.py:680(__mro_entries__)
       45    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       44    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       44    0.000    0.000    0.000    0.000 dataclasses.py:541(<genexpr>)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1877(__init__)
    42/30    0.000    0.000    0.008    0.000 css_parser.py:582(parse_pseudo_class)
       42    0.000    0.000    0.000    0.000 typing.py:844(__init_subclass__)
       42    0.000    0.000    0.000    0.000 __init__.py:570(__missing__)
    41/17    0.000    0.000    0.105    0.006 {built-in method builtins.__import__}
       41    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
       41    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
       40    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       40    0.000    0.000    0.000    0.000 typing_extensions.py:712(__hash__)
    39/23    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
    39/23    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       38    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
    38/29    0.000    0.000    0.008    0.000 css_parser.py:742(parse_pseudo_open)
       38    0.000    0.000    0.000    0.000 typing.py:1197(_alias)
       37    0.000    0.000    0.000    0.000 inspect.py:2517(name)
       37    0.000    0.000    0.000    0.000 dataclasses.py:403(_field_init)
       36    0.000    0.000    0.001    0.000 typing.py:819(__class_getitem__)
       35    0.000    0.000    0.000    0.000 enum.py:907(_power_of_two)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
       35    0.000    0.000    0.000    0.000 _utils.py:45(normalize_header_value)
       34    0.000    0.000    0.000    0.000 typing.py:1066(overload)
       33    0.000    0.000    0.000    0.000 dataclasses.py:331(_tuple_str)
       33    0.000    0.000    0.000    0.000 dataclasses.py:391(_field_assign)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       32    0.000    0.000    0.000    0.000 typing.py:445(__init__)
       31    0.000    0.000    0.000    0.000 typing.py:781(<genexpr>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1729(_parse_hextet)
       30    0.000    0.000    0.000    0.000 inspect.py:2799(<genexpr>)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1294(__init__)
       30    0.000    0.000    0.000    0.000 dataclasses.py:340(<listcomp>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:457(_init_param)
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       28    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       28    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       28    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       28    0.000    0.000    0.000    0.000 enum.py:855(_high_bit)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1605(_make_netmask)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1625(_ip_int_from_string)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2139(__init__)
       27    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
       27    0.000    0.000    0.002    0.000 _readers.py:64(_decode_header_lines)
       27    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       25    0.018    0.001    0.018    0.001 {built-in method _imp.create_dynamic}
       25    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
       25    0.000    0.000    0.018    0.001 <frozen importlib._bootstrap_external>:1040(create_module)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
       24    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       24    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
       23    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       23    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       23    0.001    0.000    0.002    0.000 __init__.py:316(namedtuple)
       23    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       23    0.000    0.000    0.000    0.000 enum.py:125(__prepare__)
       23    0.000    0.000    0.000    0.000 enum.py:152(<dictcomp>)
       23    0.000    0.000    0.001    0.000 enum.py:177(<setcomp>)
       23    0.002    0.000    0.004    0.000 enum.py:135(__new__)
       23    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
       23    0.000    0.000    0.000    0.000 inspect.py:2467(__init__)
       23    0.000    0.000    0.000    0.000 typing_extensions.py:2207(_is_unpack)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       22    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
       22    0.000    0.000    0.000    0.000 enum.py:335(__getattr__)
       22    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
       22    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       22    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
       22    0.000    0.000    0.000    0.000 dataclasses.py:345(_recursive_repr)
       22    0.000    0.000    0.000    0.000 dataclasses.py:530(<listcomp>)
       22    0.000    0.000    0.002    0.000 dataclasses.py:526(_repr_fn)
       22    0.000    0.000    0.001    0.000 dataclasses.py:849(<listcomp>)
       22    0.000    0.000    0.000    0.000 dataclasses.py:926(<listcomp>)
       22    0.000    0.000    0.000    0.000 dataclasses.py:929(<listcomp>)
       22    0.000    0.000    0.007    0.000 dataclasses.py:795(_process_class)
       22    0.000    0.000    0.007    0.000 dataclasses.py:1001(wrap)
       22    0.000    0.000    0.000    0.000 dataclasses.py:987(dataclass)
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       21    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       21    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
       21    0.001    0.000    0.001    0.000 _receivebuffer.py:104(maybe_extract_lines)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1142(_ip_int_from_string)
       20    0.000    0.000    0.000    0.000 typing_extensions.py:843(<genexpr>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       19    0.000    0.000    0.000    0.000 ipaddress.py:1116(_make_netmask)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1484(__init__)
       19    0.000    0.000    0.005    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
       18    0.000    0.000    0.000    0.000 _receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       17    0.000    0.000    0.234    0.014 __init__.py:1(<module>)
       17    0.000    0.000    0.000    0.000 typing_extensions.py:641(<genexpr>)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
    16/10    0.000    0.000    0.000    0.000 typing.py:146(_type_repr)
       16    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
       16    0.000    0.000    0.000    0.000 enum.py:360(__members__)
       16    0.000    0.000    0.000    0.000 dataclasses.py:494(<dictcomp>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:519(<listcomp>)
       16    0.000    0.000    0.001    0.000 dataclasses.py:476(_init_fn)
       16    0.000    0.000    0.000    0.000 dataclasses.py:910(<listcomp>)
       16    0.000    0.000    0.000    0.000 _typedattr.py:18(typed_attribute)
       15    0.000    0.000    0.025    0.002 css_parser.py:309(__init__)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       14    0.000    0.000    0.000    0.000 css_parser.py:462(__init__)
       14    0.000    0.000    0.012    0.001 css_parser.py:1142(process_selectors)
       14    0.000    0.000    0.000    0.000 typing.py:809(__new__)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
       14    0.000    0.000    0.000    0.000 inspect.py:2551(__str__)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       13    0.000    0.000    0.000    0.000 typing.py:300(__new__)
       13    0.000    0.000    0.002    0.000 enum.py:389(_create_)
       13    0.000    0.000    0.001    0.000 enum.py:654(<listcomp>)
       13    0.000    0.000    0.003    0.000 enum.py:633(_convert)
       13    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
       13    0.000    0.000    0.000    0.000 inspect.py:484(unwrap)
     13/7    0.000    0.000    0.000    0.000 inspect.py:2198(_signature_from_callable)
       13    0.000    0.000    0.000    0.000 inspect.py:2750(__init__)
       13    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       13    0.000    0.000    0.002    0.000 dataclasses.py:537(_frozen_get_del_attr)
       13    0.000    0.000    0.001    0.000 dataclasses.py:562(_cmp_fn)
       13    0.000    0.000    0.000    0.000 dataclasses.py:935(<listcomp>)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       12    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       12    0.000    0.000    0.000    0.000 typing.py:313(__init__)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
       12    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
       12    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
       12    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
       11    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       11    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       11    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       11    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
       11    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:334(_value_and_type_iter)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:618(__new__)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:634(__init__)
       11    0.000    0.000    0.000    0.000 typing_extensions.py:699(__eq__)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:710(__instancecheck__)
       10    0.000    0.000    0.000    0.000 typing.py:713(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:538(_maybe_adjust_parameters)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:832(__init_subclass__)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 css_types.py:395(pickle_register)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:526(_get_protocol_attrs)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        8    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        8    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        8    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        8    0.000    0.000    0.000    0.000 _exceptions.py:330(request_context)
        8    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        8    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
        8    0.000    0.000    0.000    0.000 _models.py:61(__init__)
        8    0.000    0.000    0.000    0.000 _models.py:219(<listcomp>)
        8    0.000    0.000    0.000    0.000 _models.py:209(__getitem__)
        8    0.000    0.000    0.000    0.000 inspect.py:1192(formatannotation)
        8    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
        8    0.000    0.000    0.000    0.000 dataclasses.py:270(__set_name__)
        8    0.000    0.000    0.000    0.000 _trace.py:10(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:47(__enter__)
        8    0.000    0.000    0.000    0.000 _trace.py:53(__exit__)
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
      7/3    0.000    0.000    0.000    0.000 typing.py:645(<listcomp>)
      7/3    0.000    0.000    0.000    0.000 typing.py:637(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:686(<genexpr>)
        7    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        7    0.000    0.000    0.000    0.000 _models.py:125(<listcomp>)
        7    0.000    0.000    0.000    0.000 _models.py:120(raw)
        7    0.000    0.000    0.000    0.000 inspect.py:2117(_signature_from_function)
        7    0.000    0.000    0.000    0.000 inspect.py:2829(from_callable)
        7    0.000    0.000    0.000    0.000 inspect.py:3081(signature)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        7    0.000    0.000    0.000    0.000 dataclasses.py:576(_hash_fn)
        7    0.000    0.000    0.000    0.000 dataclasses.py:757(<listcomp>)
        7    0.000    0.000    0.000    0.000 dataclasses.py:756(_hash_add)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:857(runtime_checkable)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:879(__iter__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:1799(_signature_bound_method)
        6    0.000    0.000    0.000    0.000 inspect.py:1825(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 inspect.py:1837(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 inspect.py:2843(replace)
        6    0.000    0.000    0.000    0.000 inspect.py:3035(__str__)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        6    0.000    0.000    0.000    0.000 _urlparse.py:421(is_safe)
        6    0.000    0.000    0.000    0.000 _urlparse.py:436(quote)
        6    0.000    0.000    0.000    0.000 default.py:57(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 _synchronization.py:230(__enter__)
        6    0.000    0.000    0.000    0.000 _synchronization.py:234(__exit__)
        6    0.000    0.000    0.000    0.000 typing_extensions.py:814(<genexpr>)
        6    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        5    0.001    0.000    0.344    0.069 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 abc.py:130(register)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        5    0.000    0.000    0.000    0.000 request.py:407(add_header)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        4    0.005    0.001    0.061    0.015 element.py:792(_find_all)
        4    0.000    0.000    0.061    0.015 element.py:2013(find_all)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        4    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1339(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1340(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:1337(_make_nmtuple)
        4    0.000    0.000    0.000    0.000 typing.py:1361(__new__)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:566(_generate_next_value_)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        4    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        4    0.000    0.000    0.000    0.000 _models.py:273(<listcomp>)
        4    0.000    0.000    0.000    0.000 _models.py:271(__contains__)
        4    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:324(_flatten_literal_params)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:354(__getitem__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:817(<genexpr>)
        4    0.000    0.000    0.000    0.000 _headers.py:102(__init__)
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 typing.py:325(__repr__)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        3    0.000    0.000    0.000    0.000 types.py:237(coroutine)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        3    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        3    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        3    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        3    0.000    0.000    0.000    0.000 parse.py:599(unquote)
        3    0.000    0.000    0.000    0.000 message.py:120(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:128(<dictcomp>)
        3    0.000    0.000    0.000    0.000 _models.py:127(keys)
        3    0.000    0.000    0.000    0.000 pathlib.py:704(__str__)
        3    0.000    0.000    0.000    0.000 _urls.py:71(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:79(<listcomp>)
        3    0.000    0.000    0.000    0.000 _models.py:60(enforce_headers)
        3    0.000    0.000    0.000    0.000 _models.py:92(enforce_stream)
        3    0.000    0.000    0.000    0.000 _models.py:167(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:286(origin)
        3    0.000    0.000    0.000    0.000 sync.py:30(write)
        3    0.000    0.000    0.000    0.000 _synchronization.py:227(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:510(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:806(__class_getitem__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:1935(__init__)
        3    0.000    0.000    0.001    0.000 http11.py:148(_send_event)
        3    0.000    0.000    0.001    0.000 _connection.py:491(send)
        3    0.000    0.000    0.001    0.000 _connection.py:518(send_with_data_passthrough)
        3    0.001    0.000    0.001    0.000 _headers.py:150(normalize_and_validate)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.003    0.001    0.003    0.001 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
        2    0.000    0.000    0.000    0.000 typing.py:1175(__class_getitem__)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        2    0.000    0.000    0.003    0.001 codecs.py:319(decode)
        2    0.000    0.000    0.000    0.000 os.py:1077(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:243(asynccontextmanager)
