('Total Revenue', '254,190,000.00 ', '245,122,000.00 ', '211,915,000.00 ', '198,270,000.00 ', '168,088,000.00 ')
         987903 function calls (956677 primitive calls) in 1.947 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        2    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:211(deprecated_argument)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        2    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        2    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        2    0.000    0.000    0.000    0.000 threading.py:335(notify)
        2    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        2    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:513(set)
        2    0.000    0.000    0.000    0.000 _client.py:298(cookies)
        2    0.000    0.000    0.000    0.000 _client.py:429(_build_auth)
        2    0.000    0.000    0.000    0.000 _auth.py:34(auth_flow)
        2    0.000    0.000    0.000    0.000 _auth.py:58(sync_auth_flow)
        2    0.000    0.000    0.135    0.067 _api.py:1(<module>)
        2    0.012    0.006    0.167    0.083 parser.py:134(goahead)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:323(prepare_markup)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:219(unquote)
        2    0.000    0.000    0.000    0.000 socket.py:139(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        2    0.000    0.000    0.000    0.000 parse.py:107(<genexpr>)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        2    0.000    0.000    0.000    0.000 message.py:497(get_all)
        2    0.000    0.000    0.000    0.000 ssl.py:460(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 _models.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:81(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:163(<listcomp>)
        2    0.000    0.000    0.000    0.000 _models.py:156(multi_items)
        2    0.000    0.000    0.000    0.000 _models.py:167(get)
        2    0.000    0.000    0.000    0.000 _models.py:199(update)
        2    0.000    0.000    0.000    0.000 _models.py:565(content)
        2    0.000    0.000    0.001    0.000 _models.py:1202(info)
        2    0.000    0.000    0.022    0.011 _models.py:1(<module>)
        2    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
        2    0.000    0.000    0.000    0.000 inspect.py:179(iscoroutinefunction)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
        2    0.000    0.000    0.000    0.000 pathlib.py:644(_parse_args)
        2    0.000    0.000    0.000    0.000 pathlib.py:664(_from_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:687(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:1019(__new__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1029(_init)
        2    0.000    0.000    0.003    0.002 _utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _decoders.py:170(__init__)
        2    0.000    0.000    0.000    0.000 _decoders.py:197(flush)
        2    0.000    0.000    0.000    0.000 _urls.py:277(raw_path)
        2    0.000    0.000    0.000    0.000 _urlparse.py:149(urlparse)
        2    0.000    0.000    0.000    0.000 _urlparse.py:284(encode_host)
        2    0.000    0.000    0.000    0.000 _urlparse.py:330(normalize_port)
        2    0.000    0.000    0.000    0.000 _urlparse.py:359(validate_path)
        2    0.000    0.000    0.000    0.000 _config.py:209(__init__)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _models.py:172(__eq__)
        2    0.000    0.000    0.000    0.000 _models.py:364(__init__)
        2    0.000    0.000    0.037    0.018 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sync.py:21(__init__)
        2    0.000    0.000    0.000    0.000 sync.py:65(get_extra_info)
        2    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        2    0.000    0.000    0.029    0.014 _synchronization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        2    0.000    0.000    0.005    0.003 _sockets.py:1(<module>)
        2    0.000    0.000    0.004    0.002 _tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:957(inner)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:956(_ensure_subclassable)
        2    0.000    0.000    0.000    0.000 _typedattr.py:30(__init_subclass__)
        2    0.000    0.000    0.002    0.001 _streams.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _subprocesses.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 coroutines.py:104(coroutine)
        2    0.000    0.000    0.000    0.000 http11.py:41(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 http11.py:307(HTTP11ConnectionByteStream)
        2    0.000    0.000    0.009    0.004 http11.py:1(<module>)
        2    0.001    0.000    0.001    0.000 _connection.py:72(_keep_alive)
        2    0.000    0.000    0.000    0.000 _connection.py:81(_body_framing)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        2    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        2    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:15(RequestStatus)
        2    0.000    0.000    0.000    0.000 connection_pool.py:187(_close_expired_connections)
        2    0.000    0.000    0.000    0.000 connection_pool.py:330(ConnectionPoolByteStream)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa5584d0cb0}
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.002    0.002    0.003    0.003 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7fa5584fd9e0}
        1    0.117    0.117    0.117    0.117 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x7fa5584fda70}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.122    0.122    0.122    0.122 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'selected_alpn_protocol' of '_ssl._SSLSocket' objects}
        1    0.002    0.002    0.002    0.002 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        1    0.007    0.007    0.007    0.007 {method 'load_verify_locations' of '_ssl._SSLContext' objects}
        1    0.004    0.004    0.004    0.004 {built-in method _scproxy._get_proxies}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.167    0.167 __init__.py:122(__init__)
        1    0.000    0.000    0.167    0.167 __init__.py:471(_feed)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 __init__.py:812(BeautifulStoneSoup)
        1    0.000    0.000    0.000    0.000 __init__.py:825(StopParsing)
        1    0.000    0.000    0.000    0.000 __init__.py:829(FeatureNotFound)
        1    0.000    0.000    0.102    0.102 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        1    0.000    0.000    0.000    0.000 tokenize.py:212(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:214(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(Untokenizer)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:35(XMLParsedAsHTMLWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:47(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:51(register)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:42(TreeBuilderRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:189(initialize_soup)
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:333(SAXTreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 __init__.py:554(_initialize_xml_detector)
        1    0.000    0.000    0.000    0.000 __init__.py:574(_root_tag_encountered)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 __init__.py:606(ParserRejectedMarkup)
        1    0.000    0.000    0.099    0.099 __init__.py:2(<module>)
        1    0.000    0.000    0.000    0.000 element.py:68(NamespacedAttribute)
        1    0.000    0.000    0.000    0.000 element.py:91(AttributeValueWithCharsetSubstitution)
        1    0.000    0.000    0.000    0.000 element.py:101(__new__)
        1    0.000    0.000    0.000    0.000 element.py:94(CharsetMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 element.py:115(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 element.py:933(NavigableString)
        1    0.000    0.000    0.000    0.000 element.py:1059(PreformattedString)
        1    0.000    0.000    0.000    0.000 element.py:1086(CData)
        1    0.000    0.000    0.000    0.000 element.py:1091(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:1097(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:1102(Comment)
        1    0.000    0.000    0.000    0.000 element.py:1108(Declaration)
        1    0.000    0.000    0.000    0.000 element.py:1114(Doctype)
        1    0.000    0.000    0.000    0.000 element.py:1143(Stylesheet)
        1    0.000    0.000    0.000    0.000 element.py:1152(Script)
        1    0.000    0.000    0.000    0.000 element.py:1161(TemplateString)
        1    0.000    0.000    0.000    0.000 element.py:1170(RubyTextString)
        1    0.000    0.000    0.000    0.000 element.py:1182(RubyParenthesisString)
        1    0.000    0.000    0.000    0.000 element.py:1389(string)
        1    0.000    0.000    0.000    0.000 element.py:1590(__setitem__)
        1    0.000    0.000    0.000    0.000 element.py:1605(__getattr__)
        1    0.000    0.000    0.000    0.000 element.py:1987(find)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.000    0.000 element.py:2145(SoupStrainer)
        1    0.000    0.000    0.000    0.000 element.py:2419(ResultSet)
        1    0.000    0.000    0.095    0.095 element.py:2(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css.py:13(CSS)
        1    0.000    0.000    0.057    0.057 css.py:1(<module>)
        1    0.000    0.000    0.057    0.057 __init__.py:27(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 __meta__.py:123(_is_pre)
        1    0.000    0.000    0.000    0.000 __meta__.py:128(_is_dev)
        1    0.000    0.000    0.000    0.000 __meta__.py:133(_is_post)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 __meta__.py:40(Version)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:306(SelectorPattern)
        1    0.000    0.000    0.013    0.013 css_parser.py:329(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:342(get_name)
        1    0.000    0.000    0.000    0.000 css_parser.py:326(SpecialPseudoPattern)
        1    0.000    0.000    0.000    0.000 css_parser.py:363(_Selector)
        1    0.000    0.000    0.000    0.000 css_parser.py:677(parse_pseudo_nth)
        1    0.000    0.000    0.027    0.027 css_parser.py:432(CSSParser)
        1    0.000    0.000    0.055    0.055 css_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:27(SelectorSyntaxError)
        1    0.000    0.000    0.002    0.002 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing.py:438(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:594(_GenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:740(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:787(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:882(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:889(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1095(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1163(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1283(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1292(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1301(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1310(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1319(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1328(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1359(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1418(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1390(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:1485(IO)
        1    0.000    0.000    0.000    0.000 typing.py:1581(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1595(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1625(io)
        1    0.000    0.000    0.000    0.000 typing.py:1640(re)
        1    0.000    0.000    0.002    0.002 typing.py:19(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:59(_FakeParent)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 css_match.py:379(Inputs)
        1    0.000    0.000    0.000    0.000 css_match.py:482(CSSMatch)
        1    0.000    0.000    0.000    0.000 css_match.py:1504(SoupSieve)
        1    0.000    0.000    0.009    0.009 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(HTTPError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(RequestError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:91(TransportError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:100(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:114(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:126(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:135(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:149(WriteError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:155(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:161(CloseError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:170(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:176(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:184(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:190(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:200(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:211(DecodingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:217(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 _exceptions.py:226(HTTPStatusError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:241(InvalidURL)
        1    0.000    0.000    0.000    0.000 _exceptions.py:250(CookieConflict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:267(StreamError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:279(StreamConsumed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:297(StreamClosed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:310(ResponseNotRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:320(RequestNotRead)
        1    0.000    0.000    0.001    0.001 _exceptions.py:32(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:711(is_package)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:921(get_resource_reader)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(resource_path)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:937(is_resource)
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:985(getincrementaldecoder)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:790(pop)
        1    0.000    0.000    0.000    0.000 __init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:550(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:619(update)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    1.514    1.514 financial_enhanced.py:7(get_request)
        1    0.000    0.000    0.000    0.000 financial_enhanced.py:15(parse_row_name)
        1    0.000    0.000    0.234    0.234 financial_enhanced.py:22(parse_website)
        1    0.000    0.000    1.948    1.948 financial_enhanced.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(GuessedAtParserWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:69(MarkupResemblesLocatorWarning)
        1    0.000    0.000    0.000    0.000 enum.py:42(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 enum.py:354(__iter__)
        1    0.000    0.000    0.000    0.000 css_types.py:98(ImmutableDict)
        1    0.000    0.000    0.000    0.000 css_types.py:148(Namespaces)
        1    0.000    0.000    0.000    0.000 css_types.py:166(CustomSelectors)
        1    0.000    0.000    0.000    0.000 css_types.py:184(Selector)
        1    0.000    0.000    0.000    0.000 css_types.py:235(SelectorNull)
        1    0.000    0.000    0.000    0.000 css_types.py:244(SelectorTag)
        1    0.000    0.000    0.000    0.000 css_types.py:258(SelectorAttribute)
        1    0.000    0.000    0.000    0.000 css_types.py:285(SelectorContains)
        1    0.000    0.000    0.000    0.000 css_types.py:311(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:299(SelectorNth)
        1    0.000    0.000    0.000    0.000 css_types.py:324(SelectorLang)
        1    0.000    0.000    0.000    0.000 css_types.py:352(SelectorList)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:67(<module>)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        1    0.000    0.000    0.000    0.000 formatter.py:148(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 formatter.py:155(XMLFormatter)
        1    0.000    0.000    0.036    0.036 formatter.py:1(<module>)
        1    0.003    0.003    0.021    0.021 dammit.py:70(_populate_class_variables)
        1    0.000    0.000    0.022    0.022 dammit.py:67(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 dammit.py:317(EncodingDetector)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.036    0.036 dammit.py:8(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:899(setFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:991(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1368(info)
        1    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1662(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:2070(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
        1    0.000    0.000    0.000    0.000 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
